Year,Month,CITY,Total
1960,Jul,WOODSTOCK,25
1960,Jul,YORK TWP,36
1960,Jun,AGINCOURT,7
1960,Jun,AMHERSTBURG,6
1960,Jun,ARNPRIOR,8
1960,Jun,AURORA,6
1960,Jun,BANCROFT,7
1960,Jun,BARRIE,11
1960,Jun,BELLEVILLE,32
1960,Jun,BLENHEIM,8
1960,Jun,BLIND RIVER,8
1960,Jun,BOBCAYGEON,6
1960,Jun,BOWMANVILLE,6
1960,Jun,BRACEBRIDGE,9
1960,Jun,BRAMPTON,9
1960,Jun,BRANTFORD,51
1960,Jun,BRANTFORD TWP,8
1960,Jun,BROCKVILLE,18
1960,Jun,BURLINGTON,26
1960,Jun,CAMP BORDEN,6
1960,Jun,CAMPBELLFORD,6
1960,Jun,CARLETON PLACE,8
1960,Jun,CHATHAM,25
1960,Jun,CLINTON,7
1960,Jun,COBOURG,8
1960,Jun,COCHRANE,6
1960,Jun,COLLINGWOOD,7
1960,Jun,CORNWALL,33
1960,Jun,DELHI,8
1960,Jun,DUNDAS,7
1960,Jun,DUNNVILLE,8
1960,Jun,E YORK TWP,16
1960,Jun,EASTVIEW,22
1960,Jun,ELLIOT LAKE,14
1960,Jun,ETOBICOKE TWP,44
1960,Jun,FORT ERIE,8
1960,Jun,FORT FRANCES,9
1960,Jun,FORT WILLIAM,43
1960,Jun,GALT,20
1960,Jun,GEORGETOWN,6
1960,Jun,GODERICH,6
1960,Jun,GUELPH,29
1960,Jun,HAMILTON,269
1960,Jun,HAWKESBURY,9
1960,Jun,HUNTSVILLE,10
1960,Jun,INGERSOLL,11
1960,Jun,ISLINGTON,6
1960,Jun,KAPUSKASING,7
1960,Jun,KENORA,12
1960,Jun,KINGSTON,44
1960,Jun,KITCHENER,76
1960,Jun,LEAMINGTON,12
1960,Jun,LEASIDE,8
1960,Jun,LINDSAY,13
1960,Jun,LISTOWEL,8
1960,Jun,LONDON,126
1960,Jun,LONG BRANCH,10
1960,Jun,MEAFORD,9
1960,Jun,MERRITTON,6
1960,Jun,MILTON,9
1960,Jun,MIMICO,18
1960,Jun,N YORK TWP,93
1960,Jun,NEW LISKEARD,9
1960,Jun,NEW TORONTO,6
1960,Jun,NEWMARKET,14
1960,Jun,NIAGARA FALLS,43
1960,Jun,NORTH BAY,34
1960,Jun,OAKVILLE,17
1960,Jun,ORILLIA,19
1960,Jun,OSHAWA,72
1960,Jun,OTTAWA,232
1960,Jun,OWEN SOUND,17
1960,Jun,PEMBROKE,17
1960,Jun,PENETANGUISHENE,6
1960,Jun,PERTH,11
1960,Jun,PETERBOROUGH,44
1960,Jun,PICTON,8
1960,Jun,PORT ARTHUR,31
1960,Jun,PORT COLBORNE,14
1960,Jun,PORT CREDIT,9
1960,Jun,PORT HOPE,10
1960,Jun,PRESTON,6
1960,Jun,RICHMOND HILL,8
1960,Jun,RIVERSIDE,8
1960,Jun,SANDWICH W TWP,6
1960,Jun,SARNIA,42
1960,Jun,SAULT STE MARIE,56
1960,Jun,SCARBOROUGH TWP,73
1960,Jun,SIMCOE,9
1960,Jun,SMITHS FALLS,8
1960,Jun,ST CATHARINES,50
1960,Jun,ST THOMAS,29
1960,Jun,STAMFORD TWP,13
1960,Jun,STONEY CREEK,7
1960,Jun,STRATFORD,20
1960,Jun,STRATHROY,11
1960,Jun,SUDBURY,79
1960,Jun,SWANSEA,13
1960,Jun,TECK TWP,17
1960,Jun,TECUMSEH,6
1960,Jun,THOROLD,10
1960,Jun,TILLSONBURG,6
1960,Jun,TIMMINS,19
1960,Jun,TORONTO,1308
1960,Jun,TORONTO TWP,13
1960,Jun,TRENTON,13
1960,Jun,UXBRIDGE,7
1960,Jun,VAUGHAN TWP,6
1960,Jun,WALKERTON,6
1960,Jun,WALLACEBURG,14
1960,Jun,WATERLOO,9
1960,Jun,WELLAND,31
1960,Jun,WESTON,21
1960,Jun,WHITBY,11
1960,Jun,WINDSOR,126
1960,Jun,WOODSTOCK,26
1960,Jun,YORK TWP,36
1960,Mar,ANCASTER,8
1960,Mar,AYLMER,6
1960,Mar,BELLEVILLE,10
1960,Mar,BRAMPTON,8
1960,Mar,BRANTFORD,23
1960,Mar,BURLINGTON,7
1960,Mar,CHATHAM,14
1960,Mar,CORNWALL,7
1960,Mar,DRYDEN,6
1960,Mar,ELLIOT LAKE,6
1960,Mar,ETOBICOKE TWP,18
1960,Mar,FORT WILLIAM,14
1960,Mar,GALT,9
1960,Mar,GUELPH,13
1960,Mar,HAMILTON,82
1960,Mar,INGERSOLL,6
1960,Mar,KINGSTON,22
1960,Mar,KITCHENER,23
1960,Mar,LONDON,53
1960,Mar,MIMICO,6
1960,Mar,N YORK TWP,31
1960,Mar,NEWMARKET,6
1960,Mar,NIAGARA FALLS,17
1960,Mar,NORTH BAY,10
1960,Mar,OSHAWA,23
1960,Mar,OTTAWA,72
1960,Mar,OWEN SOUND,8
1960,Mar,PARRY SOUND,6
1960,Mar,PEMBROKE,8
1960,Mar,PETERBOROUGH,15
1960,Mar,PORT ARTHUR,16
1960,Mar,PORT CREDIT,6
1960,Mar,SARNIA,15
1960,Mar,SAULT STE MARIE,18
1960,Mar,SCARBOROUGH TWP,20
1960,Mar,ST CATHARINES,24
1960,Mar,ST THOMAS,12
1960,Mar,STRATFORD,8
1960,Mar,SUDBURY,21
1960,Mar,TECK TWP,7
1960,Mar,TIMMINS,8
1960,Mar,TORONTO,499
1960,Mar,TORONTO TWP,7
1960,Mar,TRENTON,6
1960,Mar,WALLACEBURG,7
1960,Mar,WELLAND,11
1960,Mar,WHITBY,7
1960,Mar,WINDSOR,33
1960,Mar,WOODSTOCK,9
1960,Mar,YORK TWP,19
1960,May,AURORA,7
1960,May,AYLMER,11
1960,May,BANCROFT,6
1960,May,BARRIE,11
1960,May,BELLEVILLE,12
1960,May,BLENHEIM,6
1960,May,BOWMANVILLE,6
1960,May,BRAMPTON,9
1960,May,BRANTFORD,51
1960,May,BROCKVILLE,6
1960,May,BURLINGTON,23
1960,May,CHATHAM,26
1960,May,COBOURG,7
1960,May,COCHRANE,6
1960,May,CONISTON,6
1960,May,CORNWALL,27
1960,May,DUNDAS,11
1960,May,E YORK TWP,10
1960,May,EASTVIEW,18
1960,May,ELLIOT LAKE,11
1960,May,ESSEX,6
1960,May,ETOBICOKE TWP,39
1960,May,FORT ERIE,6
1960,May,FORT WILLIAM,20
1960,May,GALT,25
1960,May,GANANOQUE,6
1960,May,GEORGETOWN,6
1960,May,GODERICH,6
1960,May,GRANTHAM TWP,8
1960,May,GUELPH,26
1960,May,HAMILTON,221
1960,May,HAWKESBURY,7
1960,May,HUNTSVILLE,8
1960,May,KENORA,12
1960,May,KINGSTON,56
1960,May,KITCHENER,52
1960,May,LAKEFIELD,6
1960,May,LEAMINGTON,10
1960,May,LEASIDE,9
1960,May,LINDSAY,12
1960,May,LONDON,102
1960,May,LONG BRANCH,11
1960,May,MIDLAND,6
1960,May,MIMICO,11
1960,May,N YORK TWP,56
1960,May,NEW LISKEARD,6
1960,May,NEWMARKET,10
1960,May,NIAGARA FALLS,27
1960,May,NORTH BAY,30
1960,May,NORWOOD,6
1960,May,OAKVILLE,20
1960,May,ORILLIA,18
1960,May,OSHAWA,47
1960,May,OTTAWA,195
1960,May,OWEN SOUND,8
1960,May,PARRY SOUND,7
1960,May,PEMBROKE,17
1960,May,PENETANGUISHENE,6
1960,May,PETERBOROUGH,38
1960,May,PORT ARTHUR,25
1960,May,PORT COLBORNE,12
1960,May,PRESCOTT,7
1960,May,RENFREW,7
1960,May,RICHMOND HILL,12
1960,May,RIVERSIDE,7
1960,May,SANDWICH E TWP,7
1960,May,SARNIA,40
1960,May,SAULT STE MARIE,45
1960,May,SCARBOROUGH TWP,42
1960,May,SIMCOE,12
1960,May,ST CATHARINES,35
1960,May,ST THOMAS,20
1960,May,STRATFORD,14
1960,May,STRATHROY,9
1960,May,SUDBURY,76
1960,May,SWANSEA,8
1960,May,TECK TWP,10
1960,May,TECUMSEH,6
1960,May,TILBURY,7
1960,May,TIMMINS,25
1960,May,TORONTO,1066
1960,May,TORONTO TWP,12
1960,May,TRENTON,14
1960,May,WALLACEBURG,10
1960,May,WATERLOO,9
1960,May,WELLAND,22
1960,May,WESTON,20
1960,May,WINDSOR,127
1960,May,WINGHAM,6
1960,May,WOODSTOCK,10
1960,May,YORK TWP,43
1960,Nov,AYLMER,7
1960,Nov,BARRIE,9
1960,Nov,BELLEVILLE,16
1960,Nov,BOWMANVILLE,7
1960,Nov,BRAMPTON,7
1960,Nov,BRANTFORD,38
1960,Nov,BURLINGTON,12
1960,Nov,CHARLOTTENBRGH,6
1960,Nov,CHATHAM,18
1960,Nov,COBOURG,6
1960,Nov,CORNWALL,17
1960,Nov,DUNNVILLE,6
1960,Nov,E YORK TWP,12
1960,Nov,ELLIOT LAKE,8
1960,Nov,ETOBICOKE TWP,19
1960,Nov,FORT ERIE,6
1960,Nov,FORT FRANCES,6
1960,Nov,FORT WILLIAM,28
1960,Nov,GALT,21
1960,Nov,GEORGETOWN,8
1960,Nov,GRANTHAM TWP,8
1960,Nov,GUELPH,25
1960,Nov,HAMILTON,176
1960,Nov,KENORA,9
1960,Nov,KINGSTON,44
1960,Nov,KITCHENER,38
1960,Nov,LEAMINGTON,8
1960,Nov,LINDSAY,12
1960,Nov,LONDON,92
1960,Nov,MIDLAND,8
1960,Nov,MIMICO,14
1960,Nov,N YORK TWP,38
1960,Nov,NEW TORONTO,6
1960,Nov,NIAGARA FALLS,32
1960,Nov,NORTH BAY,21
1960,Nov,OAKVILLE,12
1960,Nov,ORILLIA,10
1960,Nov,OSHAWA,35
1960,Nov,OTTAWA,141
1960,Nov,OWEN SOUND,9
1960,Nov,PARRY SOUND,9
1960,Nov,PEMBROKE,15
1960,Nov,PENETANGUISHENE,6
1960,Nov,PETERBOROUGH,37
1960,Nov,PICTON,6
1960,Nov,PORT ARTHUR,33
1960,Nov,PORT CREDIT,7
1960,Nov,PRESTON,6
1960,Nov,RENFREW,8
1960,Nov,RICHMOND HILL,6
1960,Nov,SANDWICH E TWP,6
1960,Nov,SARNIA,22
1960,Nov,SAULT STE MARIE,34
1960,Nov,SCARBOROUGH TWP,58
1960,Nov,SIMCOE,10
1960,Nov,SMITHS FALLS,10
1960,Nov,ST CATHARINES,50
1960,Nov,ST THOMAS,8
1960,Nov,STRATFORD,8
1960,Nov,SUDBURY,46
1960,Nov,TECK TWP,6
1960,Nov,TECUMSEH,7
1960,Nov,THOROLD,9
1960,Nov,TIMMINS,14
1960,Nov,TORONTO,760
1960,Nov,TORONTO TWP,8
1960,Nov,TRENTON,7
1960,Nov,WATERLOO,13
1960,Nov,WELLAND,20
1960,Nov,WESTON,9
1960,Nov,WHITBY,8
1960,Nov,WINDSOR,89
1960,Nov,WOODSTOCK,9
1960,Nov,YORK TWP,23
1960,Oct,ALEXANDRIA,6
1960,Oct,ALLISTON,7
1960,Oct,AMHERSTBURG,8
1960,Oct,ARNPRIOR,7
1960,Oct,AURORA,7
1960,Oct,BANCROFT,7
1960,Oct,BARRIE,21
1960,Oct,BELLEVILLE,27
1960,Oct,BLENHEIM,6
1960,Oct,BLIND RIVER,7
1960,Oct,BRAMPTON,18
1960,Oct,BRANTFORD,76
1960,Oct,BROCKVILLE,22
1960,Oct,BURLINGTON,28
1960,Oct,CALEDONIA,6
1960,Oct,CHATHAM,27
1960,Oct,CHESTERVILLE,6
1960,Oct,CLINTON,9
1960,Oct,COBOURG,10
1960,Oct,COPPER CLIFF,9
1960,Oct,CORNWALL,34
1960,Oct,CORNWALL TWP,6
1960,Oct,CYRVILLE,6
1960,Oct,DELHI,10
1960,Oct,DRYDEN,9
1960,Oct,DUNDAS,9
1960,Oct,DUNNVILLE,8
1960,Oct,E YORK TWP,14
1960,Oct,EASTVIEW,25
1960,Oct,ELLIOT LAKE,7
1960,Oct,ETOBICOKE TWP,50
1960,Oct,FORT ERIE,11
1960,Oct,FORT FRANCES,12
1960,Oct,FORT WILLIAM,39
1960,Oct,GALT,21
1960,Oct,GANANOQUE,6
1960,Oct,GEORGETOWN,8
1960,Oct,GRANTHAM TWP,7
1960,Oct,GRIMSBY,8
1960,Oct,GUELPH,40
1960,Oct,HAMILTON,261
1960,Oct,HANOVER,7
1960,Oct,HAWKESBURY,12
1960,Oct,HESPELER,9
1960,Oct,HUNTSVILLE,9
1960,Oct,KAPUSKASING,9
1960,Oct,KENORA,11
1960,Oct,KINGSTON,43
1960,Oct,KINGSVILLE,8
1960,Oct,KITCHENER,75
1960,Oct,LEAMINGTON,15
1960,Oct,LEASIDE,10
1960,Oct,LINDSAY,16
1960,Oct,LISTOWEL,6
1960,Oct,LONDON,166
1960,Oct,LONG BRANCH,6
1960,Oct,MIDLAND,9
1960,Oct,MILTON,7
1960,Oct,MIMICO,20
1960,Oct,N YORK TWP,81
1960,Oct,NEW LISKEARD,6
1960,Oct,NEW TORONTO,8
1960,Oct,NEWMARKET,9
1960,Oct,NIAGARA FALLS,44
1960,Oct,NORTH BAY,22
1960,Oct,OAKVILLE,11
1960,Oct,ORILLIA,27
1960,Oct,OSHAWA,53
1960,Oct,OTTAWA,247
1960,Oct,OWEN SOUND,17
1960,Oct,PARRY SOUND,10
1960,Oct,PEMBROKE,23
1960,Oct,PERTH,9
1960,Oct,PETERBOROUGH,35
1960,Oct,PETROLIA,7
1960,Oct,PICTON,8
1960,Oct,PORT ARTHUR,30
1960,Oct,PORT COLBORNE,16
1960,Oct,PORT CREDIT,12
1960,Oct,PORT HOPE,9
1960,Oct,PRESTON,10
1960,Oct,RENFREW,9
1960,Oct,RICHMOND HILL,11
1960,Oct,RIVERSIDE,8
1960,Oct,SALTFLEET TWP,6
1960,Oct,SANDWICH E TWP,8
1960,Oct,SANDWICH W TWP,8
1960,Oct,SARNIA,35
1960,Oct,SAULT STE MARIE,72
1960,Oct,SCARBOROUGH TWP,69
1960,Oct,SCOTLAND,6
1960,Oct,SIMCOE,14
1960,Oct,SMITHS FALLS,10
1960,Oct,ST CATHARINES,50
1960,Oct,ST THOMAS,21
1960,Oct,STAMFORD TWP,11
1960,Oct,STIRLING,6
1960,Oct,STONEY CREEK,7
1960,Oct,STRATFORD,21
1960,Oct,STRATHROY,6
1960,Oct,STURGEON FALLS,8
1960,Oct,SUDBURY,74
1960,Oct,TECK TWP,14
1960,Oct,TECUMSEH,6
1960,Oct,THOROLD,12
1960,Oct,TILLSONBURG,14
1960,Oct,TIMMINS,21
1960,Oct,TORONTO,1174
1960,Oct,TORONTO TWP,14
1960,Oct,TRENTON,6
1960,Oct,VAL GAGNE,6
1960,Oct,WAINFLEET TWP,6
1960,Oct,WALLACEBURG,11
1960,Oct,WATERLOO,13
1960,Oct,WELLAND,32
1960,Oct,WESTON,11
1960,Oct,WHITBY,15
1960,Oct,WINDSOR,134
1960,Oct,WINGHAM,8
1960,Oct,WOODSTOCK,17
1960,Oct,YORK TWP,31
1960,Sep,AJAX,7
1960,Sep,ARNPRIOR,10
1960,Sep,AYLMER,7
1960,Sep,AZILDA,6
1960,Sep,BARRIE,22
1960,Sep,BELLEVILLE,30
1960,Sep,BOWMANVILLE,8
1960,Sep,BRACEBRIDGE,11
1960,Sep,BRAMPTON,9
1960,Sep,BRANTFORD,52
1960,Sep,BRANTFORD TWP,6
1960,Sep,BROCKVILLE,10
1960,Sep,BURLINGTON,23
1960,Sep,CALEDONIA,7
1960,Sep,CARLETON PLACE,7
1960,Sep,CHATHAM,18
1960,Sep,CLINTON,6
1960,Sep,COBOURG,8
1960,Sep,COCHRANE,6
1960,Sep,COLLINGWOOD,6
1960,Sep,CONISTON,7
1960,Sep,COPPER CLIFF,7
1960,Sep,CORNWALL,33
1960,Sep,DRYDEN,7
1960,Sep,DUNDAS,18
1960,Sep,DUNNVILLE,6
1960,Sep,E YORK TWP,18
1960,Sep,EASTVIEW,20
1960,Sep,ELLIOT LAKE,8
1960,Sep,ESPANOLA,6
1960,Sep,ETOBICOKE TWP,41
1960,Sep,EXETER,8
1960,Sep,FERGUS,7
1960,Sep,FORT ERIE,9
1960,Sep,FORT WILLIAM,53
1960,Sep,GALT,20
1960,Sep,GEORGETOWN,7
1960,Sep,GODERICH,7
1960,Sep,GRANTHAM TWP,8
1960,Sep,GRAVENHURST,12
1960,Sep,GRIMSBY,15
1960,Sep,GUELPH,48
1960,Sep,HAMILTON,268
1960,Sep,HANOVER,6
1960,Sep,HAWKESBURY,12
1960,Sep,HUNTSVILLE,11
1960,Sep,KAPUSKASING,13
1960,Sep,KENORA,12
1960,Sep,KINGSTON,57
1960,Sep,KIRKLAND LAKE,8
1960,Sep,KITCHENER,69
1960,Sep,LEAMINGTON,13
1960,Sep,LEASIDE,10
1960,Sep,LINDSAY,10
1960,Sep,LONDON,131
1960,Sep,LONG BRANCH,12
1960,Sep,MARKHAM TWP,10
1960,Sep,MATTAWA,6
1960,Sep,MERRITTON,8
1960,Sep,MIDLAND,6
1960,Sep,MIMICO,23
1960,Sep,N YORK TWP,57
1960,Sep,NAPANEE,6
1960,Sep,NEW LISKEARD,12
1960,Sep,NEWMARKET,9
1960,Sep,NIAGARA FALLS,48
1960,Sep,NORTH BAY,31
1960,Sep,OAKVILLE,18
1960,Sep,ORILLIA,18
1960,Sep,OSHAWA,47
1960,Sep,OTTAWA,267
1960,Sep,OWEN SOUND,28
1960,Sep,PARIS,6
1960,Sep,PARRY SOUND,8
1960,Sep,PEMBROKE,16
1960,Sep,PENETANGUISHENE,10
1960,Sep,PETERBOROUGH,36
1960,Sep,PICTON,8
1960,Sep,PORT ARTHUR,41
1960,Sep,PORT COLBORNE,19
1960,Sep,PORT CREDIT,12
1960,Sep,PORT HOPE,8
1960,Sep,PRESTON,14
1960,Sep,RENFREW,12
1960,Sep,RICHMOND HILL,7
1960,Sep,RIVERSIDE,7
1960,Sep,SARNIA,30
1960,Sep,SAULT STE MARIE,66
1960,Sep,SCARBOROUGH TWP,75
1960,Sep,SIMCOE,11
1960,Sep,SMITHS FALLS,8
1960,Sep,SMITHVILLE,7
1960,Sep,ST CATHARINES,53
1960,Sep,ST THOMAS,18
1960,Sep,STAMFORD TWP,14
1960,Sep,STRATFORD,23
1960,Sep,STURGEON FALLS,9
1960,Sep,SUDBURY,86
1960,Sep,TECK TWP,10
1960,Sep,THOROLD,10
1960,Sep,TILLSONBURG,10
1960,Sep,TIMMINS,27
1960,Sep,TORONTO,1244
1960,Sep,TORONTO TWP,16
1960,Sep,TRAFALGAR TWP,7
1960,Sep,TRENTON,15
1960,Sep,VAUGHAN TWP,6
1960,Sep,WALLACEBURG,10
1960,Sep,WATERLOO,14
1960,Sep,WELLAND,21
1960,Sep,WESTON,15
1960,Sep,WHITBY,10
1960,Sep,WINDSOR,115
1960,Sep,WINGHAM,10
1960,Sep,WOODSTOCK,25
1960,Sep,YORK TWP,42
1961,Apr,AURORA,8
1961,Apr,AYLMER,10
1961,Apr,BARRIE,8
1961,Apr,BELLEVILLE,16
1961,Apr,BOWMANVILLE,7
1961,Apr,BRAMPTON,9
1961,Apr,BRANTFORD,39
1961,Apr,BROCKVILLE,14
1961,Apr,BURLINGTON,23
1961,Apr,CHATHAM,29
1961,Apr,CLINTON,6
1961,Apr,COLLINGWOOD,6
1961,Apr,CORNWALL,31
1961,Apr,DUNDAS,12
1961,Apr,E YORK TWP,10
1961,Apr,EASTVIEW,20
1961,Apr,ELLIOT LAKE,6
1961,Apr,ETOBICOKE TWP,36
1961,Apr,FORT ERIE,8
1961,Apr,FORT FRANCES,8
1961,Apr,FORT WILLIAM,27
1961,Apr,GALT,11
1961,Apr,GUELPH,27
1961,Apr,HAMILTON,173
1961,Apr,HAWKESBURY,9
1961,Apr,HUNTSVILLE,6
1961,Apr,INGERSOLL,6
1961,Apr,KAPUSKASING,7
1961,Apr,KENORA,6
1961,Apr,KINGSTON,47
1961,Apr,KITCHENER,56
1961,Apr,LEAMINGTON,13
1961,Apr,LEASIDE,7
1961,Apr,LINDSAY,8
1961,Apr,LONDON,110
1961,Apr,MIDLAND,8
1961,Apr,MIMICO,16
1961,Apr,N YORK TWP,54
1961,Apr,NEW TORONTO,7
1961,Apr,NEWMARKET,9
1961,Apr,NIAGARA FALLS,17
1961,Apr,NORTH BAY,23
1961,Apr,ORILLIA,8
1961,Apr,OSHAWA,32
1961,Apr,OTTAWA,191
1961,Apr,OWEN SOUND,11
1961,Apr,PARRY SOUND,6
1961,Apr,PEMBROKE,11
1961,Apr,PENETANGUISHENE,7
1961,Apr,PERTH,10
1961,Apr,PETERBOROUGH,20
1961,Apr,PORT ARTHUR,36
1961,Apr,PORT COLBORNE,15
1961,Apr,PORT CREDIT,9
1961,Apr,PORT DOVER,6
1961,Apr,PORT HOPE,8
1961,Apr,PRESCOTT,8
1961,Apr,RENFREW,7
1961,Apr,RICHMOND HILL,7
1961,Apr,SALTFLEET TWP,6
1961,Apr,SANDWICH W TWP,6
1961,Apr,SARNIA,27
1961,Apr,SAULT STE MARIE,38
1961,Apr,SCARBOROUGH TWP,56
1961,Apr,SIMCOE,14
1961,Apr,SIOUX LOOKOUT,6
1961,Apr,ST CATHARINES,55
1961,Apr,ST THOMAS,22
1961,Apr,STAMFORD TWP,6
1961,Apr,STRATFORD,18
1961,Apr,STRATHROY,6
1961,Apr,SUDBURY,69
1961,Apr,SWANSEA,6
1961,Apr,TECK TWP,7
1961,Apr,TILLSONBURG,10
1961,Apr,TIMMINS,11
1961,Apr,TORONTO,880
1961,Apr,TORONTO TWP,11
1961,Apr,TRENTON,16
1961,Apr,WALKERTON,8
1961,Apr,WALLACEBURG,7
1961,Apr,WATERLOO,6
1961,Apr,WELLAND,23
1961,Apr,WESTON,13
1961,Apr,WHITBY,11
1961,Apr,WIDDIFIELD TWP,8
1961,Apr,WINDSOR,99
1961,Apr,WOODSTOCK,16
1961,Apr,YORK TWP,18
1961,Aug,ALEXANDRIA,8
1961,Aug,AMHERSTBURG,6
1961,Aug,BARRIE,13
1961,Aug,BELLEVILLE,25
1961,Aug,BOWMANVILLE,11
1961,Aug,BRAMPTON,10
1961,Aug,BRANTFORD,42
1961,Aug,BROCKVILLE,22
1961,Aug,BURLINGTON,19
1961,Aug,CAMP BORDEN,9
1961,Aug,CAMPBELLFORD,6
1961,Aug,CHATHAM,22
1961,Aug,COBOURG,10
1961,Aug,COCHRANE,6
1961,Aug,COLLINGWOOD,9
1961,Aug,CORNWALL,31
1961,Aug,DRESDEN,6
1961,Aug,DRYDEN,12
1961,Aug,DUNDAS,11
1961,Aug,E YORK TWP,8
1961,Aug,EASTVIEW,24
1961,Aug,ELLIOT LAKE,11
1961,Aug,ESPANOLA,7
1961,Aug,ETOBICOKE TWP,40
1961,Aug,FENELON FALLS,8
1961,Aug,FORT FRANCES,6
1961,Aug,FORT WILLIAM,43
1961,Aug,GALT,18
1961,Aug,GANANOQUE,6
1961,Aug,GODERICH,9
1961,Aug,GUELPH,37
1961,Aug,HAMILTON,188
1961,Aug,HAWKESBURY,14
1961,Aug,KAPUSKASING,8
1961,Aug,KENORA,10
1961,Aug,KINGSTON,55
1961,Aug,KITCHENER,46
1961,Aug,LEAMINGTON,11
1961,Aug,LINDSAY,12
1961,Aug,LONDON,134
1961,Aug,LONG BRANCH,7
1961,Aug,MEAFORD,6
1961,Aug,MIDLAND,7
1961,Aug,MILTON,7
1961,Aug,MIMICO,15
1961,Aug,N YORK TWP,52
1961,Aug,NAPANEE,9
1961,Aug,NEW TORONTO,7
1961,Aug,NEWMARKET,7
1961,Aug,NIAGARA FALLS,24
1961,Aug,NOELVILLE,7
1961,Aug,NORTH BAY,35
1961,Aug,OAKVILLE,12
1961,Aug,ORILLIA,16
1961,Aug,OSHAWA,35
1961,Aug,OTTAWA,196
1961,Aug,OWEN SOUND,23
1961,Aug,PEMBROKE,23
1961,Aug,PERTH,8
1961,Aug,PETERBOROUGH,38
1961,Aug,PICTON,8
1961,Aug,PORT ARTHUR,44
1961,Aug,PORT COLBORNE,8
1961,Aug,PORT CREDIT,11
1961,Aug,PORT HOPE,11
1961,Aug,RENFREW,8
1961,Aug,RICHMOND HILL,7
1961,Aug,RIVERSIDE,7
1961,Aug,SANDWICH E TWP,6
1961,Aug,SANDWICH W TWP,8
1961,Aug,SARNIA,25
1961,Aug,SAULT STE MARIE,36
1961,Aug,SCARBOROUGH TWP,75
1961,Aug,SMITHS FALLS,11
1961,Aug,ST CATHARINES,60
1961,Aug,ST MARYS,7
1961,Aug,ST THOMAS,16
1961,Aug,STRATFORD,11
1961,Aug,STRATHROY,9
1961,Aug,STURGEON FALLS,11
1961,Aug,SUDBURY,70
1961,Aug,TECK TWP,15
1961,Aug,THOROLD,10
1961,Aug,TILLSONBURG,9
1961,Aug,TIMMINS,35
1961,Aug,TORONTO,833
1961,Aug,TORONTO TWP,15
1961,Aug,TRAFALGAR TWP,7
1961,Aug,TRENTON,15
1961,Aug,WALKERTON,6
1961,Aug,WATERLOO,10
1961,Aug,WELLAND,19
1961,Aug,WESTON,10
1961,Aug,WHITBY,8
1961,Aug,WINDSOR,99
1961,Aug,WOODSTOCK,11
1961,Aug,YORK TWP,29
1961,Dec,AURORA,9
1961,Dec,BARRIE,12
1961,Dec,BELLEVILLE,16
1961,Dec,BOWMANVILLE,8
1961,Dec,BRAMPTON,10
1961,Dec,BRANTFORD,33
1961,Dec,BROCKVILLE,18
1961,Dec,BURLINGTON,18
1961,Dec,CHATHAM,20
1961,Dec,CLINTON,7
1961,Dec,COLLINGWOOD,6
1961,Dec,CORNWALL,26
1961,Dec,DUNDAS,6
1961,Dec,E YORK TWP,8
1961,Dec,EASTVIEW,12
1961,Dec,ELLIOT LAKE,9
1961,Dec,ETOBICOKE TWP,28
1961,Dec,FOREST,6
1961,Dec,FORT WILLIAM,28
1961,Dec,GALT,22
1961,Dec,GANANOQUE,9
1961,Dec,GUELPH,32
1961,Dec,HAMILTON,165
1961,Dec,HAWKESBURY,9
1961,Dec,INGERSOLL,6
1961,Dec,KAPUSKASING,7
1961,Dec,KENORA,8
1961,Dec,KINGSTON,36
1961,Dec,KITCHENER,47
1961,Dec,LEASIDE,6
1961,Dec,LINDSAY,11
1961,Dec,LONDON,105
1961,Dec,LONG BRANCH,9
1961,Dec,MIDLAND,6
1961,Dec,MIMICO,17
1961,Dec,N YORK TWP,47
1961,Dec,NEWMARKET,6
1961,Dec,NIAGARA FALLS,23
1961,Dec,NORTH BAY,14
1961,Dec,OAKVILLE,10
1961,Dec,ORANGEVILLE,6
1961,Dec,ORILLIA,9
1961,Dec,OSHAWA,31
1961,Dec,OTTAWA,183
1961,Dec,OWEN SOUND,11
1961,Dec,PARRY SOUND,10
1961,Dec,PEMBROKE,14
1961,Dec,PETERBOROUGH,28
1961,Dec,PICTON,9
1961,Dec,PORT ARTHUR,39
1961,Dec,PORT COLBORNE,8
1961,Dec,PORT CREDIT,6
1961,Dec,PORT HOPE,10
1961,Dec,PRESTON,13
1961,Dec,RICHMOND HILL,9
1961,Dec,SANDWICH W TWP,6
1961,Dec,SARNIA,33
1961,Dec,SAULT STE MARIE,32
1961,Dec,SCARBOROUGH TWP,34
1961,Dec,SIMCOE,7
1961,Dec,SOUTH PORCUPINE,7
1961,Dec,ST CATHARINES,36
1961,Dec,ST THOMAS,19
1961,Dec,STAMFORD TWP,9
1961,Dec,STRATFORD,10
1961,Dec,STURGEON FALLS,9
1961,Dec,SUDBURY,61
1961,Dec,TECK TWP,7
1961,Dec,TILLSONBURG,8
1961,Dec,TIMMINS,27
1961,Dec,TORONTO,848
1961,Dec,TORONTO TWP,9
1961,Dec,TRENTON,17
1961,Dec,WATERLOO,12
1961,Dec,WELLAND,15
1961,Dec,WHITBY,6
1961,Dec,WIARTON,7
1961,Dec,WIDDIFIELD TWP,6
